!
!Date: 01/12/2023
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
YGR017W	YGR017W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ART5	YGR068C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ASK10	YGR097W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CHO2	YGR157W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
TIF4631	YGR162W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
BIO2	YGR286C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MIP6	YHR015W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
IRE1	YHR079C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CDC12	YHR107C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
NEO1	YIL048W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YIL055C	YIL055C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SEC28	YIL076W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YIL089W	YIL089W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SLN1	YIL147C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MPH1	YIR002C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MGA2	YIR033W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SAP185	YJL098W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
GSM1	YJL103C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ECM25	YJL201W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YJL206C	YJL206C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MHO1	YJR008W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
GEF1	YJR040W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MNR2	YKL064W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
PAM17	YKR065C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
DRE2	YKR071C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
FRE6	YLL051C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YLR001C	YLR001C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
FRE8	YLR047C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YLR152C	YLR152C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YLR177W	YLR177W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SKG3	YLR187W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CCC1	YLR220W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
THI7	YLR237W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ITT1	YML068W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
DAT1	YML113W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ANY1	YMR010W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SEG1	YMR086W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ZDS1	YMR273C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ATR2	YMR279C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SLM2	YNL047C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MSG5	YNL053W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MLF3	YNL074C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
INP52	YNL106C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
RHO5	YNL180C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CHS1	YNL192W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
URE2	YNL229C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
KEX2	YNL238W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ORC5	YNL261W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
MRPL10	YNL284C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
PUS4	YNL292W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ROD1	YOR018W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ALG8	YOR067C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
TGL5	YOR081C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
VPS21	YOR089C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
INP53	YOR109W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CEX1	YOR112W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
AFI1	YOR129C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
VPH1	YOR270C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SLY41	YOR307C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
LDB19	YOR322C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
YOR338W	YOR338W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
BRO1	YPL084W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
DBP1	YPL119C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
KAP120	YPL125W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
KES1	YPL145C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
RAD53	YPL153C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
AFT2	YPL202C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CLN2	YPL256C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
KEL3	YPL263C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
KAR9	YPL269W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
CSR2	YPR030W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
ROX1	YPR065W	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
HOS1	YPR068C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
SEC23	YPR181C	resistance to chemicals: decreased 	systematic mutation set 	large-scale survey	overexpression	S288C	0.2 mM fluconazole	Details: exacerbates toxicity 	Chakrabortee S, et al. (2016) PMID:27693355
BSC2	YDR275W	resistance to chemicals: decreased 	classical genetics 	classical genetics	null Allele: bsc2-Δ	S288C	15 µg/ml fluconazole		Huang Z, et al. (2021) PMID:34482605
SET1	YHR119W	resistance to chemicals: decreased 	classical genetics 	classical genetics	null Allele: set1-Δ	S288C	12 μg/mL fluconazole		Serratore ND, et al. (2018) PMID:29263028
ERG5	YMR015C	resistance to chemicals: decreased 	classical genetics 	classical genetics	null Allele: erg5-Δ	S288C	12 μg/mL fluconazole		Serratore ND, et al. (2018) PMID:29263028
AMN1	YBR158W	resistance to chemicals: decreased 	classical genetics 	classical genetics	null Allele: amn1-Δ	Sigma1278b	50 - 150 μg/ml fluconazole	Details: null mutant is sensitized to fluconazole; exponential growth rate is unaffected but the null mutant has declining carrying capacity (stationary phase absorbance value) indicative of cell death 	Guinn L, et al. (2022) PMID:35361876
